,Temp_Avg_C,Temp_Max_C,Temp_Min_C,Humidity_%,WindSpeed_ms,Solar_MJm2day,Rainfall_mm,ET0_mm_day,Kc,ETc_mm_day,Rainfall_effective_mm,Irrigation_requirement_mm
2019-02-07,21.4,26.04,16.8,76.73,1.37,15.14,4.53,3.2310910454528545,1.0908839879211012,3.52474548499977,3.6240000000000006,0.0
2019-02-08,21.33,25.73,17.93,80.52,1.24,21.05,11.84,3.99885720102433,1.0908839879211012,4.362289290580434,9.472,0.0
2019-02-09,22.39,27.84,17.18,73.84,1.34,21.38,3.6,4.286137791230631,1.0908839879211012,4.675679086477011,2.8800000000000003,1.7956790864770107
2019-02-10,23.59,29.4,18.4,67.94,1.14,12.62,0.99,3.1664771993554943,1.0908839879211012,3.4542592748941616,0.792,2.6622592748941614
2019-02-11,22.71,28.78,17.56,72.02,1.48,15.82,0.05,3.615062087642895,1.0908839879211012,3.9436133467502628,0.04000000000000001,3.9036133467502627
2019-02-12,22.46,29.55,16.16,71.78,1.75,18.51,0.29,4.081103343339681,1.0908839879211012,4.45201029030053,0.23199999999999998,4.22001029030053
2019-02-13,23.35,31.75,17.17,64.6,2.13,24.85,0.1,5.5085313715077175,1.0908839879211012,6.009168670138832,0.08000000000000002,5.929168670138832
2019-02-14,22.85,30.18,16.86,65.69,1.8,23.05,1.0,4.96838071966781,1.0908839879211012,5.419926972981531,0.8,4.619926972981531
2019-02-15,23.56,31.68,15.75,62.08,1.71,19.88,0.93,4.669998128384394,1.0908839879211012,5.094426181876047,0.7440000000000001,4.350426181876047
2019-02-16,23.33,29.64,17.31,65.23,1.53,15.65,0.29,3.825199705295715,1.0908839879211012,4.172849109107611,0.23199999999999998,3.940849109107611
2019-02-17,22.19,27.49,18.05,72.98,0.99,14.72,8.44,3.245085584249163,1.0908839879211012,3.5400119032910036,6.752,0.0
2019-02-18,23.22,29.71,17.39,64.81,1.3,10.51,0.24,2.9984049108116824,1.0908839879211012,3.270911906508462,0.192,3.078911906508462
2019-02-19,23.14,29.44,16.98,63.52,1.7,20.75,0.18,4.6315495486968805,1.0908839879211012,5.0524832419366295,0.144,4.908483241936629
2019-02-20,21.54,24.81,18.62,71.32,0.97,13.09,0.28,2.950652792189121,1.0908839879211012,3.2188198849138003,0.22400000000000003,2.9948198849138
2019-02-21,20.64,24.78,18.1,79.49,1.65,11.88,8.35,2.73499180012411,1.0908839879211012,2.9835587618509005,6.68,0.0
2019-02-22,19.81,23.75,17.37,86.58,1.34,13.32,41.84,2.665681009224004,1.0908839879211012,2.9079487298678273,33.472,0.0
2019-02-23,19.62,23.43,16.49,84.11,0.96,14.98,4.2,2.9094326644782664,1.0908839879211012,3.1738535076139667,3.3600000000000003,0.0
2019-02-24,19.83,24.35,16.49,81.95,0.94,12.86,4.73,2.6618903076074423,1.0908839879211012,2.9038135141713335,3.7840000000000007,0.0
2019-02-25,20.25,25.87,15.62,77.55,1.3,14.57,0.49,3.075776126603965,1.0908839879211012,3.3553149269422513,0.392,2.9633149269422514
2019-02-26,21.86,28.52,15.29,73.11,1.53,26.08,0.06,4.985753139350869,1.0908839879211012,5.438878267445226,0.048,5.390878267445226
2019-02-27,21.49,27.47,16.02,74.62,1.38,25.65,2.15,4.82273703672354,0.990676070452739,4.777770176368163,1.72,3.0577701763681633
2019-02-28,22.32,29.47,15.91,66.55,1.21,24.8,0.1,4.928772410863461,0.990676070452739,4.8828168841500865,0.08000000000000002,4.8028168841500865
2019-03-01,22.76,30.17,16.26,66.55,1.5,13.23,0.28,3.437202941054895,0.990676070452739,3.405154702992861,0.22400000000000003,3.1811547029928606
2019-03-02,20.21,26.58,16.28,80.99,1.64,7.97,15.36,2.1613400190664054,0.990676070452739,2.1411878370009543,12.288,0.0
2019-03-03,21.56,27.97,14.91,72.7,1.24,21.45,1.27,4.2369939876456755,0.990676070452739,4.197488554212699,1.016,3.1814885542126987
2019-03-04,21.55,26.48,16.96,71.88,1.12,9.16,0.66,2.4472303206174493,0.990676070452739,2.424412517522091,0.528,1.8964125175220912
2019-03-05,20.73,24.62,17.41,75.14,0.83,15.45,1.0,3.157828259179202,0.990676070452739,3.128384890968265,0.8,2.328384890968265
2019-03-06,20.27,24.03,16.42,76.88,1.0,11.48,2.3,2.5641419156370984,0.990676070452739,2.540234037066519,1.8399999999999999,0.7002340370665192
2019-03-07,20.73,25.82,16.04,75.36,1.26,23.67,0.72,4.406132088056106,0.990676070452739,4.365049622891145,0.576,3.7890496228911448
2019-03-08,22.19,28.42,16.0,67.51,1.95,21.63,1.2,4.619273786230773,0.990676070452739,4.576204002888447,0.96,3.6162040028884475
2019-03-09,21.97,28.11,15.64,69.42,1.47,24.68,0.46,4.837566284465004,1.027407764723801,4.9701531630254125,0.36800000000000005,4.602153163025412
2019-03-10,22.15,27.84,16.42,69.32,1.14,11.47,1.84,2.8748918242450916,1.027407764723801,2.95368618297038,1.4720000000000002,1.4816861829703798
2019-03-11,22.74,29.58,15.54,67.87,1.18,24.84,1.03,4.921606402190697,1.027407764723801,5.056496632525092,0.8240000000000001,4.232496632525092
2019-03-12,22.54,28.85,16.01,68.2,1.48,18.51,2.28,4.062408080757288,1.027407764723801,4.173749605646752,1.8239999999999998,2.3497496056467524
2019-03-13,22.76,30.05,15.68,67.8,1.62,15.83,1.23,3.7998130854812175,1.027407764723801,3.9039574685225067,0.984,2.9199574685225067
2019-03-14,22.55,29.7,15.96,71.26,1.58,12.38,3.9,3.1827039184006445,1.027407764723801,3.2699347185816885,3.12,0.1499347185816884
2019-03-15,22.88,30.15,16.85,70.27,1.76,19.57,2.1,4.345845416936224,1.027407764723801,4.464955325649621,1.6800000000000002,2.7849553256496207
2019-03-16,21.75,26.23,17.74,74.85,1.39,19.93,13.23,4.000752213524257,1.027407764723801,4.1104038889107555,10.584000000000001,0.0
2019-03-17,22.31,28.78,17.36,69.65,1.3,16.77,1.87,3.7439268550704212,1.027407764723801,3.846539521457311,1.4960000000000002,2.3505395214573106
2019-03-18,22.74,29.98,15.98,70.26,1.57,23.18,0.19,4.772312862675706,1.027407764723801,4.903111290804291,0.15200000000000002,4.751111290804291
2019-03-19,22.24,27.58,15.86,71.35,1.52,19.0,0.52,3.995283789188234,1.027407764723801,4.104785587287121,0.41600000000000004,3.688785587287121
2019-03-20,23.38,28.95,17.77,64.59,1.42,20.92,0.81,4.521634330528738,1.027407764723801,4.645562220426931,0.6480000000000001,3.9975622204269308
2019-03-21,23.39,30.54,16.84,64.88,1.4,17.85,0.53,4.130250076667195,1.027407764723801,4.2434509990189495,0.42400000000000004,3.8194509990189496
2019-03-22,22.45,28.66,16.62,73.12,1.71,25.21,1.76,4.9493653562400395,1.027407764723801,5.085016397455997,1.4080000000000001,3.677016397455997
2019-03-23,22.83,28.22,17.64,71.46,1.56,22.11,0.7,4.533024723741615,1.027407764723801,4.657264798857098,0.5599999999999999,4.097264798857099
2019-03-24,22.39,28.2,16.63,70.89,1.55,21.59,0.98,4.425319001179006,1.027407764723801,4.546607103191086,0.784,3.762607103191086
2019-03-25,22.78,30.22,15.55,67.35,1.56,16.01,0.41,3.8123069505804517,1.027407764723801,3.9167937625368716,0.328,3.5887937625368718
2019-03-26,23.12,29.71,16.12,67.41,1.57,12.23,3.64,3.2664327101373263,1.027407764723801,3.3559583293428976,2.9120000000000004,0.44395832934289725
2019-03-27,23.95,29.55,18.54,65.58,1.48,14.59,4.0,3.667519807128214,1.027407764723801,3.7680383271218636,3.2,0.5680383271218634
2019-03-28,21.05,23.75,17.58,77.95,0.74,11.09,1.41,2.453343127749692,1.027407764723801,2.5205837789818095,1.128,1.3925837789818096
2019-03-29,21.17,25.86,16.82,73.88,1.0,24.17,0.96,4.480303088744572,1.027407764723801,4.603098181692202,0.768,3.835098181692202
2019-03-30,21.13,27.26,16.38,78.31,1.08,17.02,22.61,3.4414613992112404,1.027407764723801,3.5357841635468645,18.088,0.0
2019-03-31,21.25,27.44,16.52,77.19,1.84,21.0,0.91,4.147716811721485,1.027407764723801,4.2613964582381,0.7280000000000001,3.5333964582381
2019-04-01,22.16,29.51,15.37,73.03,1.4,15.3,0.89,3.45988891878699,1.027407764723801,3.5547167402435895,0.7120000000000001,2.8427167402435893
2019-04-02,20.15,24.1,16.8,85.59,1.42,15.87,9.09,3.0430217318723245,1.027407764723801,3.1264241555488943,7.272,0.0
2019-04-03,21.67,27.69,16.75,77.24,1.32,18.42,1.22,3.736706225238369,0.3233388312596727,1.2082222236293176,0.976,0.23222222362931766
2019-04-04,21.01,24.74,17.57,82.96,1.28,17.02,2.65,3.3137605508005272,0.3233388312596727,1.071467463570252,2.12,0.0
2019-04-05,21.07,26.66,17.9,83.18,1.85,21.41,5.35,4.019566400768475,0.3233388312596727,1.2996819021951278,4.28,0.0
2019-04-06,22.46,28.59,17.68,75.42,2.24,25.2,0.74,4.9574046007138035,0.3233388312596727,1.6029214096761257,0.592,1.0109214096761256
2019-04-07,22.65,29.52,17.32,71.7,2.33,23.1,0.07,4.867033362066896,0.3233388312596727,1.5737008789925455,0.05600000000000001,1.5177008789925455
2019-04-08,23.17,30.16,16.74,71.21,1.44,22.17,0.65,4.581514339416368,1.1105044551662404,5.087792085329892,0.52,4.5677920853298914
2019-04-09,21.89,26.86,17.63,78.83,1.5,15.6,3.86,3.308957135581462,1.1105044551662404,3.674611641017335,3.088,0.5866116410173348
2019-04-10,20.32,23.85,17.27,81.5,0.73,19.93,5.75,3.6568753263885907,1.1105044551662404,4.0609763419420295,4.6000000000000005,0.0
2019-04-11,21.72,28.09,16.39,73.05,1.28,24.05,0.05,4.60303618558319,1.1105044551662404,5.11169219138155,0.04000000000000001,5.07169219138155
2019-04-12,19.8,23.02,16.93,87.34,1.46,13.19,15.16,2.586068621134999,1.1105044551662404,2.8718407251360327,12.128,0.0
2019-04-13,21.02,25.64,16.79,81.07,1.4,15.09,0.78,3.0860708189872526,1.1105044551662404,3.427095393443872,0.6240000000000001,2.803095393443872
2019-04-14,20.06,24.37,16.2,83.44,1.14,17.13,3.79,3.2268123173494683,1.1105044551662404,3.583389454401885,3.032,0.5513894544018849
2019-04-15,21.6,26.7,17.65,78.32,1.15,19.09,1.61,3.7438282688470363,1.1105044551662404,4.157537971931947,1.2880000000000003,2.8695379719319467
2019-04-16,21.53,26.33,17.84,79.01,1.53,16.94,5.72,3.461000834637002,1.1105044551662404,3.843456846198467,4.576,0.0
2019-04-17,20.66,26.77,16.18,77.78,1.85,19.73,2.06,3.8641373446142704,1.1105044551662404,4.2911417365683935,1.6480000000000001,2.6431417365683934
2019-04-18,21.46,27.87,16.14,72.9,2.34,21.06,1.32,4.348893725211958,1.1105044551662404,4.829465856892387,1.056,3.773465856892387
2019-04-19,22.07,29.45,15.88,72.67,2.4,24.21,0.18,4.891511356873437,1.1105044551662404,5.432045154304213,0.144,5.288045154304213
2019-04-20,22.76,29.12,17.89,73.31,1.76,17.66,1.99,3.9002286609648955,1.1105044551662404,4.331221304168577,1.592,2.7392213041685767
2019-04-21,21.36,25.71,16.69,78.1,1.29,13.21,1.96,2.8657849939177185,1.1105044551662404,3.1824670032941835,1.568,1.6144670032941835
2019-04-22,20.1,23.95,16.65,83.54,1.31,6.17,7.41,1.7123565948085624,1.1105044551662404,1.9015796273682013,5.928000000000001,0.0
2019-04-23,19.48,23.13,16.25,85.14,0.97,20.9,9.7,3.6479946512930383,1.1105044551662404,4.051114312683535,7.76,0.0
2019-04-24,21.59,27.07,16.47,77.12,0.99,22.11,5.68,4.140258564064639,1.1105044551662404,4.597775580933963,4.544,0.05377558093396306
2019-04-25,22.44,27.18,18.15,76.69,0.78,17.91,9.88,3.560400867676586,1.1105044551662404,3.953841025732597,7.904000000000001,0.0
2019-04-26,20.13,22.18,17.69,89.06,0.96,9.34,17.61,1.9909718116970432,1.1105044551662404,2.2109830669999675,14.088000000000001,0.0
2019-04-27,20.15,24.65,16.34,82.28,0.91,14.65,6.36,2.864755703552927,1.1105044551662404,3.181323971758423,5.088000000000001,0.0
2019-04-28,21.61,26.99,16.97,77.68,1.21,19.06,2.04,3.7215792001609307,1.1105044551662404,4.132830282032727,1.6320000000000001,2.500830282032727
2019-04-29,21.66,27.0,16.83,80.01,1.39,15.27,0.8,3.16272594130596,1.1105044551662404,3.5122212482901096,0.6400000000000001,2.8722212482901095
2019-04-30,20.47,23.9,17.13,88.28,1.56,16.49,1.22,3.0264436379873154,1.1105044551662404,3.3608791432944383,0.976,2.3848791432944383
2019-05-01,20.74,24.89,17.04,86.96,1.19,17.25,3.52,3.2008879075637786,1.1105044551662404,3.5546002818373212,2.8160000000000003,0.738600281837321
2019-05-02,21.27,26.92,16.85,82.08,1.62,19.22,1.68,3.6668530461423905,1.1105044551662404,4.072056644181024,1.344,2.7280566441810237
2019-05-03,21.29,25.78,17.01,82.67,1.04,20.47,1.09,3.7674179075721352,1.1105044551662404,4.183734370831932,0.8720000000000001,3.311734370831932
2019-05-04,21.53,26.94,17.14,80.46,1.93,20.06,0.6,3.8572802783694016,1.1105044551662404,4.2835269339540964,0.48,3.8035269339540965
2019-05-05,19.09,22.84,16.08,87.41,2.23,13.96,2.29,2.6094819447781985,1.1105044551662404,2.8978413253520547,1.832,1.0658413253520547
2019-05-06,20.79,26.77,15.81,81.12,2.36,18.52,3.07,3.593937532936945,1.1105044551662404,3.9910836419156444,2.456,1.5350836419156444
2019-05-07,20.46,25.47,17.04,83.33,2.01,17.48,13.64,3.3255948043904344,1.1105044551662404,3.6930878463532792,10.912,0.0
2019-05-08,20.61,25.88,16.31,82.48,1.92,17.54,3.25,3.3568726136334943,1.1105044551662404,3.727821992865537,2.6,1.1278219928655369
2019-05-09,20.29,24.93,17.0,84.04,1.95,20.24,3.67,3.6285957301188803,1.1105044551662404,4.029571724294214,2.936,1.0935717242942138
2019-05-10,20.4,25.61,15.97,84.15,1.7,14.14,3.57,2.8207048131338195,1.1105044551662404,3.132405261693964,2.856,0.2764052616939643
2019-05-11,19.21,22.47,16.95,83.49,2.31,16.83,3.32,3.0917500696399904,1.1105044551662404,3.4334022265957436,2.656,0.7774022265957434
2019-05-12,20.55,26.85,15.19,75.58,2.05,17.15,0.53,3.540436985022134,1.1105044551662404,3.931671045102412,0.42400000000000004,3.5076710451024122
2019-05-13,20.64,26.04,16.12,79.29,2.27,16.44,1.08,3.3426778807505575,1.1105044551662404,3.712058678759141,0.8640000000000001,2.8480586787591413
2019-05-14,20.79,25.26,16.94,80.8,1.99,17.26,1.4,3.357742711264542,1.1105044551662404,3.728788240161245,1.1199999999999999,2.608788240161245
2019-05-15,19.81,24.42,16.41,82.63,1.85,17.5,3.3,3.2483524787781257,1.1105044551662404,3.607309899633409,2.64,0.9673098996334089
2019-05-16,20.08,24.52,15.64,80.65,1.8,17.97,7.59,3.35213707024247,1.1105044551662404,3.7225631508321717,6.072,0.0
2019-05-17,20.32,25.63,16.04,80.63,1.79,17.96,0.95,3.407574811982347,1.1105044551662404,3.7841270100186604,0.76,3.0241270100186606
2019-05-18,20.98,26.31,15.61,78.54,1.84,14.8,1.76,3.0979022706097545,1.1105044551662404,3.4402342731817446,1.4080000000000001,2.0322342731817447
2019-05-19,19.37,23.1,16.14,86.52,1.65,11.62,13.27,2.3228899133759184,1.1105044551662404,2.57957959766468,10.616,0.0
2019-05-20,19.95,25.37,15.01,83.74,1.54,18.51,6.14,3.338161123035969,1.1105044551662404,3.7070427991941837,4.912,0.0
2019-05-21,20.26,24.8,16.6,81.84,1.88,17.62,7.96,3.307280423229715,1.1105044551662404,3.6727496444806875,6.368,0.0
2019-05-22,20.97,26.87,15.54,76.57,1.57,15.3,1.48,3.182191256821134,1.1105044551662404,3.5338375678909273,1.184,2.349837567890927
2019-05-23,20.04,25.02,16.05,83.79,1.98,10.16,7.33,2.298211038450781,1.1105044551662404,2.5521735971118242,5.864000000000001,0.0
2019-05-24,19.7,25.25,16.11,83.67,2.04,16.26,3.5,3.071751595685259,1.1105044551662404,3.4111938321724877,2.8000000000000003,0.6111938321724875
2019-05-25,19.96,24.63,15.99,81.83,1.99,17.26,6.88,3.2314915673516373,1.1105044551662404,3.5885857823761302,5.5040000000000004,0.0
2019-05-26,19.56,24.44,15.67,84.67,1.95,14.96,10.55,2.8307477395473004,1.1105044551662404,3.1435579762190415,8.440000000000001,0.0
2019-05-27,20.4,25.14,15.85,81.84,1.94,16.83,4.23,3.200245933168868,1.1105044551662404,3.553887366411671,3.3840000000000003,0.16988736641167046
2019-05-28,19.99,24.39,15.72,82.42,1.75,16.56,6.05,3.0936792982356525,1.1105044551662404,3.4355446435462604,4.84,0.0
2019-05-29,20.35,25.96,15.33,80.12,1.86,15.77,4.31,3.12451413855351,1.1105044551662404,3.469786871093581,3.448,0.021786871093580906
2019-05-30,20.76,26.35,15.93,78.89,1.8,15.93,1.77,3.209146083547162,1.1105044551662404,3.5637710230584156,1.4160000000000001,2.1477710230584153
2019-05-31,20.73,26.08,15.84,79.52,1.67,18.2,1.04,3.453022242806463,1.1105044551662404,3.834596584424701,0.8320000000000001,3.002596584424701
2019-06-01,21.39,26.9,16.31,77.7,0.87,17.15,3.14,3.2897866084436274,1.1105044551662404,3.6533226852228844,2.5120000000000005,1.141322685222884
2019-06-02,20.24,23.01,18.19,86.13,1.08,13.51,22.82,2.587765510828829,1.1105044551662404,2.873725128700957,18.256,0.0
2019-06-03,20.67,24.93,17.33,82.1,1.23,14.52,27.83,2.8487347132819894,1.1105044551662404,3.163532590686372,22.264,0.0
2019-06-04,20.07,23.79,17.1,80.7,1.4,5.43,1.24,1.674314356778846,1.1105044551662404,1.8593335525517067,0.992,0.8673335525517067
2019-06-05,20.2,24.93,16.11,78.61,1.34,15.5,3.64,3.022226405772092,1.1105044551662404,3.3561958881309617,2.9120000000000004,0.44419588813096134
2019-06-06,19.71,24.06,16.86,80.28,1.42,15.15,3.69,2.92579998966298,1.1105044551662404,3.2491139234460795,2.952,0.29711392344607956
2019-06-07,20.14,24.96,16.23,80.39,1.29,9.55,0.4,2.2035605811137264,1.1105044551662404,2.4470638425555027,0.32000000000000006,2.1270638425555024
2019-06-08,20.11,24.87,16.13,81.47,1.54,14.43,1.03,2.840512584768818,1.1105044551662404,3.154401880341546,0.8240000000000001,2.3304018803415456
2019-06-09,19.66,24.42,15.97,81.49,1.96,15.22,0.57,2.950175434573786,1.1105044551662404,3.276182963616189,0.45599999999999996,2.820182963616189
2019-06-10,19.61,25.49,14.92,76.63,2.05,17.54,0.03,3.4062353378981856,1.1105044551662404,3.7826395180806194,0.024,3.7586395180806194
2019-06-11,19.18,24.61,14.09,73.14,1.74,16.42,0.01,3.245768005377497,1.1105044551662404,3.6044398304077525,0.008,3.5964398304077525
2019-06-12,19.75,25.42,14.7,74.02,1.99,18.95,0.01,3.632946124362596,0.8955625137199246,3.253530363343224,0.008,3.245530363343224
2019-06-13,20.28,26.46,15.53,75.72,2.18,17.42,0.06,3.51912758492187,0.8955625137199246,3.1515987460537573,0.048,3.1035987460537573
2019-06-14,20.66,26.93,15.7,77.19,2.24,18.18,0.29,3.6076762460046603,0.8955625137199246,3.2308996075595946,0.23199999999999998,2.9988996075595944
2019-06-15,20.72,26.55,14.61,73.65,1.67,18.19,0.28,3.566109152859265,0.8955625137199246,3.1936736771342744,0.22400000000000003,2.969673677134274
2019-06-16,20.89,26.6,15.32,72.19,1.46,16.85,0.11,3.404449793052013,0.8955625137199246,3.0488976144989377,0.08800000000000001,2.9608976144989376
2019-06-17,20.33,26.49,16.12,70.43,2.05,16.01,0.03,3.514047592878949,0.8955625137199246,3.1470492956101217,0.024,3.1230492956101217
2019-06-18,20.33,27.22,14.61,68.34,1.79,18.09,0.0,3.7445744145503785,0.8955625137199246,3.353500475506052,0.0,3.353500475506052
2019-06-19,20.99,27.66,14.98,69.22,1.63,19.4,0.02,3.881184347557753,0.8955625137199246,3.4758432105092467,0.016,3.4598432105092467
2019-06-20,21.67,28.48,14.73,70.02,1.65,21.03,0.03,4.130035584310354,0.8955625137199246,3.6987050496377183,0.024,3.6747050496377183
2019-06-21,21.84,28.32,15.34,68.11,1.74,18.93,3.83,3.9452842102852226,0.8955625137199246,3.5332486447025615,3.064,0.46924864470256145
2019-06-22,20.58,25.91,16.69,78.15,1.43,14.12,3.97,2.9106466447139376,0.8955625137199246,2.6066660256904783,3.176,0.0
2019-06-23,20.68,26.34,16.29,76.78,1.12,11.89,3.52,2.587989784553622,0.8955625137199246,2.3177066369363275,2.8160000000000003,0.0
2019-06-24,20.42,25.15,17.74,82.68,0.97,13.94,9.63,2.722662413586878,0.8955625137199246,2.4383143951226214,7.704000000000001,0.0
2019-06-25,18.75,21.59,15.65,87.22,1.51,13.58,9.25,2.460983523486069,0.8955625137199246,2.203964590516501,7.4,0.0
2019-06-26,19.71,25.35,14.79,78.62,1.67,11.87,0.66,2.588501670990728,0.8955625137199246,2.318165063240681,0.528,1.7901650632406811
2019-06-27,19.55,24.38,16.08,82.09,1.59,13.58,2.53,2.6866766678296656,0.8955625137199246,2.406086910194206,2.024,0.38208691019420593
2019-06-28,20.55,26.25,15.13,74.15,1.59,18.32,0.73,3.547073594933361,0.8955625137199246,3.17662614502809,0.584,2.59262614502809
2019-06-29,20.59,27.14,14.22,71.82,1.65,19.94,0.07,3.8380634608624575,0.8955625137199246,3.4372257608265757,0.05600000000000001,3.3812257608265757
2019-06-30,20.83,26.87,14.83,71.99,1.92,18.64,0.34,3.7421819612887997,0.8955625137199246,3.351357884049155,0.272,3.0793578840491547
2019-07-01,20.5,27.95,13.9,69.59,2.18,22.94,0.0,4.421353812712975,0.8955625137199246,3.9595987345584045,0.0,3.9595987345584045
2019-07-02,20.3,28.11,13.07,64.66,1.92,24.1,0.0,4.606882457550824,0.8583771589627932,3.9544426755880067,0.0,3.9544426755880067
2019-07-03,20.46,27.53,14.01,68.29,2.18,22.66,0.08,4.401758163469554,0.8583771589627932,3.7783686668002785,0.064,3.7143686668002784
2019-07-04,20.56,27.04,14.97,67.95,1.96,17.93,0.15,3.7958155939971063,0.8583771589627932,3.2582414055219036,0.12,3.1382414055219034
